food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density,image
tempe kedelai murni goreng,350.0,26.6,1.55,2.05,3.175,10.4,0.5,24.5,3.5,0.0,0.2195,37.0,0.0,0.030250000000000003,0.07250000000000001,1.2,0.18625,1.315,0.2,0.17350000000000002,0.0,2.6,0.0,0.0185,120.0,46.525,2.7,40.925,26.05,128.65,360.0,156.3,0.60625,0.531,https://media.hitekno.com/thumbs/2020/02/24/21141-ilustrasi-tempe-goreng-shutterstock/730x480-img-21141-ilustrasi-tempe-goreng-shutterstock.jpg
tempe kedelai murni mentah,201.0,8.8,1.55,2.05,3.175,13.5,0.5,20.8,3.5,0.0,0.2195,55.4,0.0,0.030250000000000003,0.07250000000000001,1.2,0.18625,1.315,0.2,0.17350000000000002,0.0,2.6,0.0,0.0185,120.0,46.525,2.7,40.925,26.05,128.65,360.0,156.3,0.60625,0.852,https://asset-a.grid.id/crop/0x0:0x0/x/photo/2021/05/21/1308867495jpg-20210521022319.jpg
tempe koro benguk,141.0,1.3,0.2825461254612546,0.37369003690036895,0.5787638376383764,23.2,0.5,10.2,3.5,0.0,0.2195,63.8,0.0,0.030250000000000003,0.07250000000000001,1.2,0.18625,1.315,0.2,0.17350000000000002,0.0,2.6,0.0,0.0185,120.0,46.525,2.7,40.925,26.05,128.65,360.0,156.3,0.60625,0.914,https://cdn-2.tstatic.net/makassar/foto/bank/images/hasil-olahan-tempe-koro-benguk-1-142022.jpg
tempe lamtoro var. gung dengan kulit,146.0,2.3,0.9075733916302309,0.8782307932542159,0.3991958151155527,19.6,0.0,11.7,0.0,250.0,0.17937037037037037,64.9,2.5499259259259257,1.2028518518518518,0.12462962962962962,7.0,1.4481851851851852,7.481481481481482,3.9366296296296297,0.9595185185185185,12.864740740740741,0.12855555555555556,0.05374074074074074,0.04951851851851852,22.338925925925928,2.2147037037037034,3.8,26.755555555555556,1.9622592592592594,397.9714814814815,240.0,26.10162962962963,5.471592592592593,1.7,https://marymemasak.files.wordpress.com/2017/10/wp-image-1458463552.jpg
tempe lamtoro var. gung tanpa kulit,131.0,0.8,0.3156777014366021,0.30547158026233606,0.13885071830106185,13.0,0.0,18.0,0.0,250.0,0.17937037037037037,66.7,2.5499259259259257,1.2028518518518518,0.12462962962962962,7.0,1.4481851851851852,7.481481481481482,3.9366296296296297,0.9595185185185185,12.864740740740741,0.12855555555555556,0.05374074074074074,0.04951851851851852,22.338925925925928,2.2147037037037034,3.8,26.755555555555556,1.9622592592592594,397.9714814814815,240.0,26.10162962962963,5.471592592592593,2.087,https://marymemasak.files.wordpress.com/2017/10/wp-image-1458463552.jpg
tempe pasar segar,150.0,7.7,1.55,2.05,3.175,9.1,0.5,14.0,3.5,0.0,0.2195,67.7,0.0,0.030250000000000003,0.07250000000000001,1.2,0.18625,1.315,0.2,0.17350000000000002,0.0,2.6,0.0,0.0185,120.0,46.525,2.7,40.925,26.05,128.65,360.0,156.3,0.60625,0.96,https://asset-a.grid.id/crop/0x0:0x0/360x240/photo/2020/02/06/4267088481.jpg
tempe pasar goreng,336.0,28.0,1.55,2.05,3.175,7.8,0.5,20.0,3.5,0.0,0.2195,42.7,0.0,0.030250000000000003,0.07250000000000001,1.2,0.18625,1.315,0.2,0.17350000000000002,0.0,2.6,0.0,0.0185,120.0,46.525,2.7,40.925,26.05,128.65,360.0,156.3,0.60625,0.5,https://cdn.antaranews.com/cache/800x533/2021/01/23/tempe.jpg
tempe sayur,240.0,2.7,0.5868265682656827,0.7761254612546126,1.202047970479705,49.3,0.5,6.0,3.5,0.0,0.2195,40.5,0.0,0.030250000000000003,0.07250000000000001,1.2,0.18625,1.315,0.2,0.17350000000000002,0.0,2.6,0.0,0.0185,120.0,46.525,2.7,40.925,26.05,128.65,360.0,156.3,0.60625,0.467,https://fibercreme.com/wp-content/uploads/2021/05/tempe-lombok-ijo-santan_.jpg
tempoya,110.0,1.3,0.8775770974507789,0.24907224619923587,0.10835065634998495,21.9,12.097386666666667,1.7,1.8356866666666667,0.0,0.08663333333333334,73.6,0.010153333333333334,0.05794666666666667,1.2299266666666666,0.0,0.05466,0.6339933333333334,0.2978733333333333,0.13522666666666666,40.966,9.011166666666666,0.19608666666666666,0.13782666666666665,18.614773333333332,4.409466666666666,0.7074666666666667,15.85036,4.343813333333333,31.90451333333333,145.25066666666666,56.01330000000001,0.2742533333333333,0.449,https://upload.wikimedia.org/wikipedia/commons/d/da/Tempoyak_Ikan_Patin_2.JPG
tempuyak,126.0,2.2,0.6769312952508726,0.8089384327767686,0.6041302719723585,25.7,4.285560606060606,1.1,3.8595537190082645,6.409603305785124,0.2739132231404959,69.5,0.20235674931129477,0.13946969696969697,0.09804545454545455,0.025486225895316805,0.09234022038567494,1.22633608815427,0.6255247933884297,0.19758264462809916,7.119194214876033,3.0874325068870525,0.38710881542699727,0.15657438016528927,43.26930991735537,18.461132231404957,1.4783898071625343,39.25864876033058,8.883371900826445,96.60910606060605,269.5653581267218,74.38185950413222,0.801435261707989,0.441,https://down-id.img.susercontent.com/file/ae41014cc406b3192238f3c70b27ab96
tepung arrowroot,355.0,0.2,0.0550042967910783,0.05599045917071933,0.07900524403820239,85.2,2.0,0.7,2.5,0.0,0.24789795918367347,12.399999999999991,0.00789795918367347,0.14224489795918366,0.07512244897959183,0.0,0.11010204081632655,1.6503469387755103,0.7218775510204082,0.3643673469387755,15.0,2.6671632653061224,0.9356938775510205,0.1816734693877551,28.0,7.277000000000001,0.8,31.310204081632655,7.8336938775510205,78.3565918367347,360.0,146.54779591836734,0.40220408163265303,0.141,https://images.tokopedia.net/img/cache/700/product-1/2019/7/17/3324938/3324938_50c9762e-de6d-479f-8571-f624d64f47d4_1080_1080
tepung beras,364.0,0.5,0.1242648262688739,0.1864742132072039,0.1642609605239221,80.0,7.938305785123967,7.0,2.8423250688705233,0.0,0.18053168044077136,11.0,4.286071625344353,0.2373388429752066,0.3335482093663912,0.0,0.22312947658402202,1.820482093663912,0.4080661157024793,0.177099173553719,3.374085399449036,0.29568044077134986,0.4018402203856749,0.5300082644628099,28.772181818181817,4.790245179063361,1.584724517906336,32.482721763085394,2.9527548209366388,95.1357741046832,137.1962341597796,14.735319559228651,0.6878402203856749,0.177,https://assets-a1.kompasiana.com/items/album/2020/02/28/manfaat-tepung-beras-5e58bf75097f361834666d32.jpg
tepung beras mentah,353.0,0.5,0.1242648262688739,0.1864742132072039,0.1642609605239221,80.0,7.938305785123967,7.0,2.8423250688705233,0.0,0.18053168044077136,11.0,4.286071625344353,0.2373388429752066,0.3335482093663912,0.0,0.22312947658402202,1.820482093663912,0.4080661157024793,0.177099173553719,3.374085399449036,0.29568044077134986,0.4018402203856749,0.5300082644628099,28.772181818181817,4.790245179063361,1.584724517906336,32.482721763085394,2.9527548209366388,95.1357741046832,137.1962341597796,14.735319559228651,0.6878402203856749,0.183,https://media.istockphoto.com/id/1304420353/id/foto/tepung-beras-dengan-pot-beras-mentah-di-samping-bahan-kuliner.jpg?s=612x612&w=0&k=20&c=ervEzTPBVtgBqURvnvYGn8OXhVaAlNqCSYMZSPY1uVo=
tepung ganyong,353.0,1.7,0.46753652272416557,0.4759189029511143,0.6715445743247203,83.6,2.0,0.8,2.5,0.0,0.24789795918367347,12.400000000000006,0.00789795918367347,0.14224489795918366,0.07512244897959183,0.0,0.11010204081632655,1.6503469387755103,0.7218775510204082,0.3643673469387755,15.0,2.6671632653061224,0.9356938775510205,0.1816734693877551,28.0,7.277000000000001,0.8,31.310204081632655,7.8336938775510205,78.3565918367347,360.0,146.54779591836734,0.40220408163265303,0.143,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/2/20/11ed2c3a-4cbf-46c9-a1f6-cfc419aae9b4.jpg
tepung gaplek,363.0,0.5,0.13751074197769575,0.13997614792679833,0.19751311009550596,88.2,2.0,1.1,2.5,0.0,0.24789795918367347,8.700000000000003,0.00789795918367347,0.14224489795918366,0.07512244897959183,0.0,0.11010204081632655,1.6503469387755103,0.7218775510204082,0.3643673469387755,15.0,2.6671632653061224,0.9356938775510205,0.1816734693877551,28.0,7.277000000000001,0.8,31.310204081632655,7.8336938775510205,78.3565918367347,360.0,146.54779591836734,0.40220408163265303,0.142,https://img.freepik.com/free-photo/top-view-white-flour-inside-plate-white-background-flour-dust-dough-bake-raw_140725-74825.jpg?w=1060&t=st=1684235485~exp=1684236085~hmac=1d60bc879ed765bb275e9c93fe0d3b1490efdda75be5144d6517751fab70be00
tepung garut (arrowroot),355.0,0.2,0.0550042967910783,0.05599045917071933,0.07900524403820239,85.2,2.0,0.7,2.5,0.0,0.24789795918367347,12.399999999999991,0.00789795918367347,0.14224489795918366,0.07512244897959183,0.0,0.11010204081632655,1.6503469387755103,0.7218775510204082,0.3643673469387755,15.0,2.6671632653061224,0.9356938775510205,0.1816734693877551,28.0,7.277000000000001,0.8,31.310204081632655,7.8336938775510205,78.3565918367347,360.0,146.54779591836734,0.40220408163265303,0.141,"https://static.wixstatic.com/media/2e13b8_a03fa1e8610843ddb6a1532dade81046~mv2.jpg/v1/fill/w_980,h_551,al_c,q_85,usm_0.66_1.00_0.01/2e13b8_a03fa1e8610843ddb6a1532dade81046~mv2.jpg"
tepung hunkwee,364.0,1.0,0.2485296525377478,0.3729484264144078,0.3285219210478442,83.5,7.938305785123967,4.5,2.8423250688705233,0.0,0.18053168044077136,9.5,4.286071625344353,0.2373388429752066,0.3335482093663912,0.0,0.22312947658402202,1.820482093663912,0.4080661157024793,0.177099173553719,3.374085399449036,0.29568044077134986,0.4018402203856749,0.5300082644628099,28.772181818181817,4.790245179063361,1.584724517906336,32.482721763085394,2.9527548209366388,95.1357741046832,137.1962341597796,14.735319559228651,0.6878402203856749,0.15,https://asset.kompas.com/crops/-PhMtDs3f739r-goggD3ULYWRqc=/0x0:1000x667/750x500/data/photo/2021/03/05/604233c7c6d87.jpg
tepung ikan,316.0,6.5,1.5502617767212128,2.727529438917996,1.8972087843607912,22.4,0.35733333333333334,60.1,0.072,111.50533333333333,0.40544,9.5,0.10794666666666666,0.15408000000000002,0.06952000000000001,0.043346666666666665,0.21337333333333333,9.05012,2.2839199999999997,0.7384,1.502,0.10170666666666667,1.2596133333333335,0.18254666666666666,79.08609333333334,2.78404,1.1405733333333334,56.397333333333336,5.284706666666666,395.9189866666666,596.3266666666667,71.78044,0.9902533333333334,0.949,https://unair.ac.id/wp-content/uploads/2021/05/Ilustrasi-oleh-Solusiternak-ID.jpg
tepung jagung kuning,355.0,3.9,0.9692656448972164,1.4544988630161901,1.2812354920865925,73.7,7.938305785123967,9.2,2.8423250688705233,0.0,0.18053168044077136,11.700000000000003,4.286071625344353,0.2373388429752066,0.3335482093663912,0.0,0.22312947658402202,1.820482093663912,0.4080661157024793,0.177099173553719,3.374085399449036,0.29568044077134986,0.4018402203856749,0.5300082644628099,28.772181818181817,4.790245179063361,1.584724517906336,32.482721763085394,2.9527548209366388,95.1357741046832,137.1962341597796,14.735319559228651,0.6878402203856749,0.206,https://thumbs.vdvc.id/olret/images/original/2022/07/21/62d900a97984b-manfaat-tepung-jagung_olret.jpg
tepung jagung putih,355.0,3.9,0.9692656448972164,1.4544988630161901,1.2812354920865925,73.7,7.938305785123967,9.2,2.8423250688705233,0.0,0.18053168044077136,11.700000000000003,4.286071625344353,0.2373388429752066,0.3335482093663912,0.0,0.22312947658402202,1.820482093663912,0.4080661157024793,0.177099173553719,3.374085399449036,0.29568044077134986,0.4018402203856749,0.5300082644628099,28.772181818181817,4.790245179063361,1.584724517906336,32.482721763085394,2.9527548209366388,95.1357741046832,137.1962341597796,14.735319559228651,0.6878402203856749,0.206,https://images.tokopedia.net/img/cache/500-square/product-1/2020/4/30/100792539/100792539_dc308d17-cad0-4f85-af2e-44b564a788e4_512_372.jpg
tepung jalejo,388.0,7.5,1.5054187327823692,2.259060606060606,1.9899559228650139,61.2,7.938305785123967,19.0,2.8423250688705233,0.0,0.18053168044077136,10.799999999999997,4.286071625344353,0.2373388429752066,0.3335482093663912,0.0,0.22312947658402202,1.820482093663912,0.4080661157024793,0.177099173553719,3.374085399449036,0.29568044077134986,0.4018402203856749,0.5300082644628099,28.772181818181817,4.790245179063361,1.584724517906336,32.482721763085394,2.9527548209366388,95.1357741046832,137.1962341597796,14.735319559228651,0.6878402203856749,0.29,https://tabloidsinartani.com/uploads/news/images/inline/211206131405-209.jpg
tepung kacang kedelai,347.0,20.6,0.5668671875,0.8313671875,0.5272890625,29.9,3.5049765625,35.9,2.44809375,0.0,0.260140625,12.099999999999994,0.0097109375,0.0605,0.0621640625,0.0,0.0738515625,0.833796875,0.540875,0.233203125,8.6269375,8.1359140625,0.40707031250000003,0.2821640625,32.8043125,9.793171875,1.0157265625,22.8261796875,7.3714296875,52.0615546875,269.453125,109.34288281250001,0.4319765625,0.527,https://www.melatiputrajaya.com/wp-content/uploads/2021/01/Tepung-Kedelai-sumber-SehatQ.jpg
tepung kentang,347.0,0.1,0.02750214839553915,0.027995229585359663,0.039502622019101194,85.6,2.0,0.3,2.5,0.0,0.24789795918367347,12.5,0.00789795918367347,0.14224489795918366,0.07512244897959183,0.0,0.11010204081632655,1.6503469387755103,0.7218775510204082,0.3643673469387755,15.0,2.6671632653061224,0.9356938775510205,0.1816734693877551,28.0,7.277000000000001,0.8,31.310204081632655,7.8336938775510205,78.3565918367347,360.0,146.54779591836734,0.40220408163265303,0.14,https://s1.bukalapak.com/bukalapak-kontenz-production/content_attachments/57746/original/kentang.jpg
tepung mocaf,350.0,0.6,0.1491177915226487,0.22376905584864468,0.19711315262870654,85.0,7.938305785123967,1.2,2.8423250688705233,0.0,0.18053168044077136,11.700000000000003,4.286071625344353,0.2373388429752066,0.3335482093663912,0.0,0.22312947658402202,1.820482093663912,0.4080661157024793,0.177099173553719,3.374085399449036,0.29568044077134986,0.4018402203856749,0.5300082644628099,28.772181818181817,4.790245179063361,1.584724517906336,32.482721763085394,2.9527548209366388,95.1357741046832,137.1962341597796,14.735319559228651,0.6878402203856749,0.118,https://akcdn.detik.net.id/visual/2021/09/13/ilustrasi-ini-ya-tepung-mocaf_169.jpeg?w=650
tepung pisang,338.0,0.4,0.2700237222925474,0.07663761421514952,0.03333866349230307,80.6,12.097386666666667,2.9,1.8356866666666667,0.0,0.08663333333333334,14.600000000000009,0.010153333333333334,0.05794666666666667,1.2299266666666666,0.0,0.05466,0.6339933333333334,0.2978733333333333,0.13522666666666666,40.966,9.011166666666666,0.19608666666666666,0.13782666666666665,18.614773333333332,4.409466666666666,0.7074666666666667,15.85036,4.343813333333333,31.90451333333333,145.25066666666666,56.01330000000001,0.2742533333333333,0.16,https://ik.imagekit.io/10tn5i0v1n/article/ab3eb1d96440ad0ca0329136ecf5a4aa.jpeg
tepung sagu,353.0,0.2,0.0550042967910783,0.05599045917071933,0.07900524403820239,84.7,2.0,0.7,2.5,0.0,0.24789795918367347,12.899999999999991,0.00789795918367347,0.14224489795918366,0.07512244897959183,0.0,0.11010204081632655,1.6503469387755103,0.7218775510204082,0.3643673469387755,15.0,2.6671632653061224,0.9356938775510205,0.1816734693877551,28.0,7.277000000000001,0.8,31.310204081632655,7.8336938775510205,78.3565918367347,360.0,146.54779591836734,0.40220408163265303,0.142,https://asset.kompas.com/crops/FkVwSp5C8ixb-J9dHKbvSD9RjUw=/32x0:1000x645/750x500/data/photo/2022/03/14/622ee03456a21.jpg
tepung sente,326.0,0.4,0.1100085935821566,0.11198091834143865,0.15801048807640478,76.7,2.0,4.0,2.5,0.0,0.24789795918367347,17.39999999999999,0.00789795918367347,0.14224489795918366,0.07512244897959183,0.0,0.11010204081632655,1.6503469387755103,0.7218775510204082,0.3643673469387755,15.0,2.6671632653061224,0.9356938775510205,0.1816734693877551,28.0,7.277000000000001,0.8,31.310204081632655,7.8336938775510205,78.3565918367347,360.0,146.54779591836734,0.40220408163265303,0.194,https://foto.kontan.co.id/biGUfj1ASo_mL-YullfGPl08lxM=/smart/2021/05/21/2111715002p.jpg
tepung singkong/ tapioka,363.0,0.5,0.13751074197769575,0.13997614792679833,0.19751311009550596,88.2,2.0,1.1,2.5,0.0,0.24789795918367347,8.700000000000003,0.00789795918367347,0.14224489795918366,0.07512244897959183,0.0,0.11010204081632655,1.6503469387755103,0.7218775510204082,0.3643673469387755,15.0,2.6671632653061224,0.9356938775510205,0.1816734693877551,28.0,7.277000000000001,0.8,31.310204081632655,7.8336938775510205,78.3565918367347,360.0,146.54779591836734,0.40220408163265303,0.142,https://jakarta.akurat.co/storage/2023/05/tentang-tepung-tapioka.jpg
tepung sukun,353.0,0.5,0.33752965286568426,0.0957970177689369,0.04167332936537883,84.4,12.097386666666667,2.9,1.8356866666666667,0.0,0.08663333333333334,10.699999999999989,0.010153333333333334,0.05794666666666667,1.2299266666666666,0.0,0.05466,0.6339933333333334,0.2978733333333333,0.13522666666666666,40.966,9.011166666666666,0.19608666666666666,0.13782666666666665,18.614773333333332,4.409466666666666,0.7074666666666667,15.85036,4.343813333333333,31.90451333333333,145.25066666666666,56.01330000000001,0.2742533333333333,0.154,https://www.static-src.com/wcsstore/Indraprastha/images/catalog/full//103/MTA-9417298/lingkar-organik_lingkar-organik_full01.jpg
tepung susu,509.0,30.0,7.335757763975155,4.399,2.21955900621118,36.2,5.186291925465839,24.6,0.802024844720497,30.075881987577638,0.40716770186335405,7.699999999999989,0.12590062111801242,0.09403105590062111,0.049304347826086954,0.038770186335403724,0.19359006211180124,0.8563540372670807,0.4320931677018633,0.11305590062111802,2.6472360248447204,0.07904968944099379,0.3496335403726708,0.10612422360248447,189.8606645962733,8.234316770186334,0.7986583850931677,23.802981366459626,1.957366459627329,165.33150310559006,211.28136645962735,7.415335403726709,1.0533975155279505,0.284,https://sc04.alicdn.com/kf/HTB15ytoKXXXXXawXXXXq6xXFXXXq.jpg
tepung susu asam untuk bayi,418.0,9.0,4.4947187250322145,2.6953272323842885,1.3599540425834966,65.5,5.186291925465839,19.0,0.802024844720497,30.075881987577638,0.40716770186335405,5.0,0.12590062111801242,0.09403105590062111,0.049304347826086954,0.038770186335403724,0.19359006211180124,0.8563540372670807,0.4320931677018633,0.11305590062111802,2.6472360248447204,0.07904968944099379,0.3496335403726708,0.10612422360248447,189.8606645962733,8.234316770186334,0.7986583850931677,23.802981366459626,1.957366459627329,165.33150310559006,211.28136645962735,7.415335403726709,1.0533975155279505,0.292,https://welovesupermom.com/id/blog/wp-content/uploads/2022/09/Rekomendasi-Merk-Susu-Formula-yang-Baik-untuk-Pencernaan-Bayi.png
tepung susu skim,362.0,1.0,0.49941319167024606,0.2994808035982543,0.1511060047314996,52.0,5.186291925465839,35.6,0.802024844720497,30.075881987577638,0.40716770186335405,9.900000000000006,0.12590062111801242,0.09403105590062111,0.049304347826086954,0.038770186335403724,0.19359006211180124,0.8563540372670807,0.4320931677018633,0.11305590062111802,2.6472360248447204,0.07904968944099379,0.3496335403726708,0.10612422360248447,189.8606645962733,8.234316770186334,0.7986583850931677,23.802981366459626,1.957366459627329,165.33150310559006,211.28136645962735,7.415335403726709,1.0533975155279505,0.52,https://asset-a.grid.id/crop/0x0:0x0/x/photo/2020/03/31/1491871723.jpg
tepung tales beneng,332.0,0.6,0.1491177915226487,0.22376905584864468,0.19711315262870654,76.1,7.938305785123967,5.7,2.8423250688705233,0.0,0.18053168044077136,16.10000000000001,4.286071625344353,0.2373388429752066,0.3335482093663912,0.0,0.22312947658402202,1.820482093663912,0.4080661157024793,0.177099173553719,3.374085399449036,0.29568044077134986,0.4018402203856749,0.5300082644628099,28.772181818181817,4.790245179063361,1.584724517906336,32.482721763085394,2.9527548209366388,95.1357741046832,137.1962341597796,14.735319559228651,0.6878402203856749,0.179,https://i0.wp.com/technology-indonesia.com/wp-content/uploads/2021/07/INFO-TEPUNG-TALAS.jpg?resize=700%2C544
